Site,Year,Week,Date,Quadrat,Clear,Pigmented 1,Pigmented 2,Pigmented 3,0.5,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.35,4.5,4.75,5,5.5,5.75,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Females All,Males All,No Sex All,Ovigerous,>1m2,1m2-50cm2,50cm2-10cm2,<10cm2->course sand,cemented rock 1m2-10cm2,bare cobble (>2cm),bare sand (fine-very course sand),rocky bench,Gravel,shell hash,tidepool,wrack,% rocks flipped,Hemigrapsus nudus ALL,Hemigrapsus oregonensis ALL,Cancer antennarius ALL,Pachychyles rudis ALL,Pachygrapsus crassipes ALL,Leptasterias hexaxis ALL,Lophopanopeus bellus ALL,Petrolisthes manimaculus ALL,Gobiesox maeandricus ALL,Anoplarchus purpurescens ALL,Xiphister atropurpurescens ALL,Kelp Crab ALL,Urchin ALL,Cancer productis ALL,Sculpin ALL,Brittle Star (M),Hemigrapsus nudus (S),Hemigrapsus nudus (M),Hemigrapsus nudus (L),Hemigrapsus oregonensis (S),Hemigrapsus oregonensis (M),Hemigrapsus oregonensis (L),Cancer antennarius (S),Cancer antennarius (M),Cancer antennarius (L),Pachychyles rudis (Small),Pachychyles rudis (Medium),Pachychyles rudis (Large),Pachygrapsus crassipes (small),Pachygrapsus crassipes (medium),Pachygrapsus crassipes (large),Leptosterias hexaxis (Small),Leptosterias hexaxis (Medium),Leptosterias hexaxis (Large),Lophopanopeus bellus,Lophopanopeus bellus,Lophopanopeus bellus,Petrolisthes manimaculus (S),Petrolisthes manimaculus (M),Petrolisthes manimaculus (L),Gobiesox maeandricus (small),Gobiesox maeandricus (medium),Gobiesox maeandricus (large),Anoplarchus purpurescens (S),Anoplarchus purpurescens (M),Anoplarchus purpurescens (L),Xiphister atropurpurescens (S),Xiphister atropurpurescens (M),Xiphister atropurpurescens (L),Kelp Crab (small),Kelp Crab (medium,Kelp Crab (Large),Urchin (small),Urchin (medium),Urchin (Large),Cancer productis (small),Cancer productis (medium),Cancer productis (large),Sculpin (small),Sculpin (medium),Brittle Star (M),bare rock,bare sand,Mastocarpus papillatus,Endocladia muricata,Fucus gardneri,Neorhodomela larix,Microcladia coulteri,Mazzaella splendens/flaccida,Mazaella SMALL,Ulva fenestrata,Phyllospadix,Egregia menziesii,Crypotpluera sp.,Analipus japonicus,Callophyllus sp.,Pikea sp (?),Odonthalia floccosa,Halosaccion glandiforme,Corraline red,Gastroclonium subarticulum,Prionitis lanceolata,barnacles,porphyra,Anthopluera,Brown slime,green tufts,green filamentous puffy,puffy filamentous red,branching brwn from CM,rack,spirobilids,Odonthalia washingtoniensis (?)- flat with spikes
TC,2013,Sampling Period 3,6/24/13,7,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,2,5,0,0,3,8,6,8,6,7,4,4,2,1,1,1,1,0,0,29,23,15,1,0,0,60,10,10,20,0,0,,0,0,0,70,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0
TC,2013,Sampling Period 3,6/24/13,8,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,2,0,0,0,1,1,0,1,5,8,1,2,0,0,50,25,15,10,0,0,,0,0,0,75,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
TC,2013,Sampling Period 3,6/24/13,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,2,3,1,0,0,1,0,0,0,0,8,12,0,1,0,0,55,15,10,0,0,0,,0,20,0,70,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
TC,2013,Sampling Period 3,6/24/13,10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,4,2,3,1,2,0,0,0,8,10,0,0,0,70,0,20,10,0,0,0,,0,0,0,90,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
FB,2013,Sampling Period 3,6/25/13,1,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,7,3,5,7,6,2,3,1,1,0,0,0,0,0,0,11,24,9,0,0,10,60,20,0,10,0,0,,0,0,0,90,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,3,6,7,0,10,40,40,0,5,5,0,0,,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,10,10,0,,0,0,0,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,5,0,5,0,30,,0,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,3,0,0,1,1,0,0,0,0,0,0,8,3,2,1,0,5,70,10,10,5,0,0,,0,0,0,85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,0,0,0,0,50,,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,7,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,7,7,10,9,8,5,3,2,0,0,0,0,0,0,28,28,3,1,0,0,85,0,0,0,0,15,,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,8,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,4,0,0,1,5,6,2,7,0,0,2,0,0,0,0,0,0,0,12,11,9,0,0,50,0,10,30,10,0,0,,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,6,4,8,0,2,1,0,0,0,0,0,0,0,18,8,3,4,0,0,70,5,10,10,0,0,,0,5,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,15,30,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
FB,2013,Sampling Period 3,6/25/13,10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,1,1,0,0,0,0,0,0,0,0,9,4,0,2,0,15,40,5,0,5,0,35,,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,5,7,3,0,0,85,0,0,5,0,10,0,,0,0,0,85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,40,0,,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,30,0,50,0,20,0,,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,6,4,1,1,0,1,0,0,0,0,0,0,0,0,5,10,3,0,0,0,10,50,0,0,0,40,,0,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,15,40,40,0,0,0,,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,3,8,8,0,0,0,30,35,30,0,0,0,,0,0,5,65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
AC,2013,Sampling Period 3,6/26/13,7,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,4,1,5,6,10,4,0,8,5,29,0,0,26,31,15,9,10,1,0,0,0,0,0,0,0,0,0,37,55,73,0,0,0,30,40,30,0,0,0,,0,0,0,70,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,8,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,1,1,1,0,4,1,0,1,2,13,0,0,12,20,15,11,4,5,1,1,0,0,0,0,0,0,0,30,39,26,2,0,0,50,20,15,10,0,0,,0,0,5,70,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,9,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,2,4,8,1,0,5,1,9,0,0,5,16,16,7,8,1,1,0,0,0,0,0,0,0,0,26,28,34,0,0,0,40,20,20,10,0,0,,0,0,10,60,1,0,1,0,0,1,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC,2013,Sampling Period 3,6/26/13,10,NA,NA,NA,NA,1,0,0,0,0,0,1,2,3,10,1,5,6,10,2,0,5,2,11,1,0,11,17,9,3,4,2,1,1,0,0,0,0,0,0,0,19,29,60,0,0,0,55,10,25,10,0,0,,0,0,0,65,0,0,0,0,0,0,0,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,20,5,0,15,60,0,,0,0,0,25,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,40,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,2,NA,NA,NA,NA,0,0,0,0,0,13,0,1,0,0,0,0,0,2,1,0,1,1,5,0,0,1,3,3,2,4,0,5,0,1,0,1,0,0,0,0,8,12,24,0,0,0,80,20,0,0,0,0,,0,0,0,100,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,3,NA,NA,NA,NA,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,2,0,2,0,0,4,3,1,2,5,1,0,0,0,0,0,0,0,0,0,5,11,11,0,0,0,30,5,30,15,0,20,,0,0,0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,4,NA,NA,NA,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,7,2,1,2,1,0,0,0,0,0,0,0,0,12,7,7,0,0,0,30,5,20,10,0,35,,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,5,NA,NA,NA,NA,0,0,0,0,0,12,0,0,0,2,0,0,1,2,0,0,0,1,6,0,0,6,7,2,4,6,2,3,0,2,0,0,0,0,0,0,16,16,24,0,0,0,55,20,0,25,0,0,,0,0,0,75,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,6,NA,NA,NA,NA,0,0,0,0,0,24,0,0,0,1,0,0,0,0,4,0,1,4,22,0,0,22,16,15,20,22,4,6,1,3,0,0,0,0,0,0,57,52,56,0,0,0,60,15,5,0,20,0,,0,0,0,75,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,7,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,5,0,0,7,7,7,2,9,3,0,0,2,0,1,0,0,0,0,16,22,10,0,0,0,40,15,25,5,0,15,,0,0,0,55,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,8,NA,NA,NA,NA,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,3,1,2,1,2,0,2,3,0,0,0,0,0,0,5,11,12,0,0,0,65,15,0,15,0,5,,0,0,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,9,NA,NA,NA,NA,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,7,6,5,3,2,0,1,1,0,0,0,0,0,0,12,14,9,1,0,60,0,10,30,0,0,0,,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
AP,2013,Sampling Period 3,6/27/13,10,NA,NA,NA,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2,2,0,2,1,5,2,0,0,0,0,0,0,0,5,12,7,0,0,55,0,10,15,20,0,0,,0,0,0,65,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
PC,2013,Sampling Period 3,6/28/13,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,6,1,2,0,1,0,1,0,0,0,0,9,14,1,1,0,75,0,10,0,15,0,0,,0,0,0,85,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
PC,2013,Sampling Period 3,6/28/13,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,4,3,1,5,3,0,2,1,1,0,1,0,0,0,0,9,12,6,3,0,0,45,10,35,10,0,0,,0,0,0,55,1,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
PC,2013,Sampling Period 3,6/28/13,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,2,0,0,0,0,0,4,6,0,0,0,0,45,35,20,0,0,0,,0,0,0,80,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
PC,2013,Sampling Period 3,6/28/13,4,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,2,4,3,4,2,1,0,0,0,0,0,0,0,9,17,3,1,0,0,80,5,15,0,0,0,,0,0,0,85,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
